Subfigure,Element,Attribute,Value
C,832,TaxonomyValue,Social Sciences
C,833,X,0.25
C,833,Y,0.046116406665293846
C,833,TaxonomyLevel,Umbrella
C,833,TaxonomyValue,Social Sciences
C,834,X,0.26
C,834,Y,0.04636773487447515
C,834,TaxonomyLevel,Umbrella
C,834,TaxonomyValue,Social Sciences
C,835,X,0.27
C,835,Y,0.04662036584523848
C,835,TaxonomyLevel,Umbrella
C,835,TaxonomyValue,Social Sciences
C,836,X,0.28
C,836,Y,0.04687430559929107
C,836,TaxonomyLevel,Umbrella
C,836,TaxonomyValue,Social Sciences
C,837,X,0.29
C,837,Y,0.04712956017817259
C,837,TaxonomyLevel,Umbrella
C,837,TaxonomyValue,Social Sciences
C,838,X,0.3
C,838,Y,0.04738613564322873
C,838,TaxonomyLevel,Umbrella
C,838,TaxonomyValue,Social Sciences
C,839,X,0.31
C,839,Y,0.04764403807558338
C,839,TaxonomyLevel,Umbrella
C,839,TaxonomyValue,Social Sciences
C,840,X,0.32
C,840,Y,0.047903273576109684
C,840,TaxonomyLevel,Umbrella
C,840,TaxonomyValue,Social Sciences
C,841,X,0.33
C,841,Y,0.04816384826539954
C,841,TaxonomyLevel,Umbrella
C,841,TaxonomyValue,Social Sciences
C,842,X,0.34
C,842,Y,0.04842576828373168
C,842,TaxonomyLevel,Umbrella
C,842,TaxonomyValue,Social Sciences
C,843,X,0.35000000000000003
C,843,Y,0.04868903979103865
C,843,TaxonomyLevel,Umbrella
C,843,TaxonomyValue,Social Sciences
C,844,X,0.36
C,844,Y,0.04895366896687195
C,844,TaxonomyLevel,Umbrella
C,844,TaxonomyValue,Social Sciences
C,845,X,0.37
C,845,Y,0.049219662010366205
C,845,TaxonomyLevel,Umbrella
C,845,TaxonomyValue,Social Sciences
C,846,X,0.38
C,846,Y,0.0494870251402015
C,846,TaxonomyLevel,Umbrella
C,846,TaxonomyValue,Social Sciences
C,847,X,0.39
C,847,Y,0.049755764594564475
C,847,TaxonomyLevel,Umbrella
C,847,TaxonomyValue,Social Sciences
C,848,X,0.4
C,848,Y,0.05002588663110793
C,848,TaxonomyLevel,Umbrella
C,848,TaxonomyValue,Social Sciences
C,849,X,0.41000000000000003
C,849,Y,0.0502973975269089
C,849,TaxonomyLevel,Umbrella
C,849,TaxonomyValue,Social Sciences
C,850,X,0.42
C,850,Y,0.050570303578425166
C,850,TaxonomyLevel,Umbrella
C,850,TaxonomyValue,Social Sciences
C,851,X,0.43
C,851,Y,0.050844611101450415
C,851,TaxonomyLevel,Umbrella
C,851,TaxonomyValue,Social Sciences
C,852,X,0.44
C,852,Y,0.05112032643106772
C,852,TaxonomyLevel,Umbrella
C,852,TaxonomyValue,Social Sciences
C,853,X,0.45
C,853,Y,0.05139745592160144
C,853,TaxonomyLevel,Umbrella
C,853,TaxonomyValue,Social Sciences
C,854,X,0.46
C,854,Y,0.05167600594656776
C,854,TaxonomyLevel,Umbrella
C,854,TaxonomyValue,Social Sciences
C,855,X,0.47000000000000003
C,855,Y,0.05195598289862339
C,855,TaxonomyLevel,Umbrella
C,855,TaxonomyValue,Social Sciences
C,856,X,0.48
C,856,Y,0.052237393189512774
C,856,TaxonomyLevel,Umbrella
C,856,TaxonomyValue,Social Sciences
C,857,X,0.49
C,857,Y,0.05252024325001378
C,857,TaxonomyLevel,Umbrella
C,857,TaxonomyValue,Social Sciences
C,858,X,0.5
C,858,Y,0.052804539529881594
C,858,TaxonomyLevel,Umbrella
C,858,TaxonomyValue,Social Sciences
C,859,X,0.51
C,859,Y,0.05309028849779096
C,859,TaxonomyLevel,Umbrella
C,859,TaxonomyValue,Social Sciences
C,860,X,0.52
C,860,Y,0.05337749664127697
C,860,TaxonomyLevel,Umbrella
C,860,TaxonomyValue,Social Sciences
C,861,X,0.53
C,861,Y,0.05366617046667383
C,861,TaxonomyLevel,Umbrella
C,861,TaxonomyValue,Social Sciences
C,862,X,0.54
C,862,Y,0.053956316499052276
C,862,TaxonomyLevel,Umbrella
C,862,TaxonomyValue,Social Sciences
C,863,X,0.55
C,863,Y,0.054247941282155036
C,863,TaxonomyLevel,Umbrella
C,863,TaxonomyValue,Social Sciences
C,864,X,0.56
C,864,Y,0.05454105137833055
C,864,TaxonomyLevel,Umbrella
C,864,TaxonomyValue,Social Sciences
C,865,X,0.5700000000000001
C,865,Y,0.054835653368465125
C,865,TaxonomyLevel,Umbrella
C,865,TaxonomyValue,Social Sciences
C,866,X,0.58
C,866,Y,0.055131753851913094
C,866,TaxonomyLevel,Umbrella
C,866,TaxonomyValue,Social Sciences
C,867,X,0.59
C,867,Y,0.0554293594464254
C,867,TaxonomyLevel,Umbrella
C,867,TaxonomyValue,Social Sciences
C,868,X,0.6
C,868,Y,0.05572847678807619
C,868,TaxonomyLevel,Umbrella
C,868,TaxonomyValue,Social Sciences
C,869,X,0.61
C,869,Y,0.05602911253118771
C,869,TaxonomyLevel,Umbrella
C,869,TaxonomyValue,Social Sciences
C,870,X,0.62
C,870,Y,0.056331273348253226
C,870,TaxonomyLevel,Umbrella
C,870,TaxonomyValue,Social Sciences
C,871,X,0.63
C,871,Y,0.056634965929858304
C,871,TaxonomyLevel,Umbrella
C,871,TaxonomyValue,Social Sciences
C,872,X,0.64
C,872,Y,0.056940196984599976
C,872,TaxonomyLevel,Umbrella
C,872,TaxonomyValue,Social Sciences
C,873,X,0.65
C,873,Y,0.05724697323900419
C,873,TaxonomyLevel,Umbrella
C,873,TaxonomyValue,Social Sciences
C,874,X,0.66
C,874,Y,0.057555301437441246
C,874,TaxonomyLevel,Umbrella
C,874,TaxonomyValue,Social Sciences
C,875,X,0.67
C,875,Y,0.057865188342039305
C,875,TaxonomyLevel,Umbrella
C,875,TaxonomyValue,Social Sciences
C,876,X,0.68
C,876,Y,0.05817664073259607
C,876,TaxonomyLevel,Umbrella
C,876,TaxonomyValue,Social Sciences
C,877,X,0.6900000000000001
C,877,Y,0.05848966540648836
C,877,TaxonomyLevel,Umbrella
C,877,TaxonomyValue,Social Sciences
C,878,X,0.7000000000000001
C,878,Y,0.05880426917857969
C,878,TaxonomyLevel,Umbrella
C,878,TaxonomyValue,Social Sciences
C,879,X,0.71
C,879,Y,0.05912045888112606
C,879,TaxonomyLevel,Umbrella
C,879,TaxonomyValue,Social Sciences
C,880,X,0.72
C,880,Y,0.0594382413636795
C,880,TaxonomyLevel,Umbrella
C,880,TaxonomyValue,Social Sciences
C,881,X,0.73
C,881,Y,0.059757623492989596
C,881,TaxonomyLevel,Umbrella
C,881,TaxonomyValue,Social Sciences
C,882,X,0.74
C,882,Y,0.06007861215290315
C,882,TaxonomyLevel,Umbrella
C,882,TaxonomyValue,Social Sciences
C,883,X,0.75
C,883,Y,0.060401214244261626
C,883,TaxonomyLevel,Umbrella
C,883,TaxonomyValue,Social Sciences
C,884,X,0.76
C,884,Y,0.060725436684796325
C,884,TaxonomyLevel,Umbrella
C,884,TaxonomyValue,Social Sciences
C,885,X,0.77
C,885,Y,0.06105128640902193
C,885,TaxonomyLevel,Umbrella
C,885,TaxonomyValue,Social Sciences
C,886,X,0.78
C,886,Y,0.06137877036812744
C,886,TaxonomyLevel,Umbrella
C,886,TaxonomyValue,Social Sciences
C,887,X,0.79
C,887,Y,0.061707895529865206
C,887,TaxonomyLevel,Umbrella
C,887,TaxonomyValue,Social Sciences
C,888,X,0.8
C,888,Y,0.062038668878437786
C,888,TaxonomyLevel,Umbrella
C,888,TaxonomyValue,Social Sciences
C,889,X,0.81
C,889,Y,0.062371097414382466
C,889,TaxonomyLevel,Umbrella
C,889,TaxonomyValue,Social Sciences
C,890,X,0.8200000000000001
C,890,Y,0.06270518815445386
C,890,TaxonomyLevel,Umbrella
C,890,TaxonomyValue,Social Sciences
C,891,X,0.8300000000000001
C,891,Y,0.063040948131504
C,891,TaxonomyLevel,Umbrella
C,891,TaxonomyValue,Social Sciences
C,892,X,0.84
C,892,Y,0.06337838439436028
C,892,TaxonomyLevel,Umbrella
C,892,TaxonomyValue,Social Sciences
C,893,X,0.85
C,893,Y,0.06371750400770128
C,893,TaxonomyLevel,Umbrella
C,893,TaxonomyValue,Social Sciences
C,894,X,0.86
C,894,Y,0.06405831405193016
C,894,TaxonomyLevel,Umbrella
C,894,TaxonomyValue,Social Sciences
C,895,X,0.87
C,895,Y,0.0644008216230457
C,895,TaxonomyLevel,Umbrella
C,895,TaxonomyValue,Social Sciences
C,896,X,0.88
C,896,Y,0.06474503383251132
C,896,TaxonomyLevel,Umbrella
C,896,TaxonomyValue,Social Sciences
C,897,X,0.89
C,897,Y,0.06509095780712133
C,897,TaxonomyLevel,Umbrella
C,897,TaxonomyValue,Social Sciences
C,898,X,0.9
C,898,Y,0.06543860068886534
C,898,TaxonomyLevel,Umbrella
C,898,TaxonomyValue,Social Sciences
C,899,X,0.91
C,899,Y,0.0657879696347898
C,899,TaxonomyLevel,Umbrella
C,899,TaxonomyValue,Social Sciences
C,900,X,0.92
C,900,Y,0.0661390718168575
C,900,TaxonomyLevel,Umbrella
C,900,TaxonomyValue,Social Sciences
C,901,X,0.93
C,901,Y,0.06649191442180452
C,901,TaxonomyLevel,Umbrella
C,901,TaxonomyValue,Social Sciences
C,902,X,0.9400000000000001
C,902,Y,0.0668465046509948
C,902,TaxonomyLevel,Umbrella
C,902,TaxonomyValue,Social Sciences
C,903,X,0.9500000000000001
C,903,Y,0.06720284972027213
C,903,TaxonomyLevel,Umbrella
C,903,TaxonomyValue,Social Sciences
C,904,X,0.96
C,904,Y,0.06756095685980996
C,904,TaxonomyLevel,Umbrella
C,904,TaxonomyValue,Social Sciences
C,905,X,0.97
C,905,Y,0.06792083331395846
C,905,TaxonomyLevel,Umbrella
C,905,TaxonomyValue,Social Sciences
C,906,X,0.98
C,906,Y,0.06828248634108905
C,906,TaxonomyLevel,Umbrella
C,906,TaxonomyValue,Social Sciences
C,907,X,0.99
C,907,Y,0.06864592321343682
C,907,TaxonomyLevel,Umbrella
C,907,TaxonomyValue,Social Sciences
C,908,X,1.0
C,908,Y,0.06901115121693986
C,908,TaxonomyLevel,Umbrella
C,908,TaxonomyValue,Social Sciences
